table_name,difference,name,details
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__vdc__rh_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__3rdv_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__4thv_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__bs_sem,54 cases
mr_y_tfmri__mid__arvn__aseg,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__aseg__csf_sem,54 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__bstmps__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cac__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cmfrt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cn__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__er__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ff__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ic__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ins__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__iprt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__itmp__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lg__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lobfrt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__locc__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mobfrt__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mtmp__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pactr__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcc__lh_beta,26669 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcg__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pfrt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ph__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pob__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__poctr__lh_beta,26669 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pop__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prcn__lh_beta,26668 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prctr__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptg__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptmp__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rac__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rmfrt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sfrt__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sm__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sprt__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__stmp__lh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ttmp__lh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__bstmps__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cac__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cmfrt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cn__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__er__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ff__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ic__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ins__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__iprt__rh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__itmp__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lg__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lobfrt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__locc__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mobfrt__rh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mtmp__rh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pactr__rh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcc__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcg__rh_beta,26670 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pfrt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ph__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pob__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__poctr__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pop__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prcn__rh_beta,26669 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prctr__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptg__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptmp__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rac__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rmfrt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sfrt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sm__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sprt__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__stmp__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ttmp__rh_beta,26671 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__bstmps__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cac__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cmfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cn__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__er__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ff__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ic__lh_sem,91 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ins__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__iprt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__itmp__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lg__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lobfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__locc__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mobfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mtmp__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pactr__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcc__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcg__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ph__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pob__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__poctr__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pop__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prcn__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prctr__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptg__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptmp__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rac__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rmfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sfrt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sm__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sprt__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__stmp__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ttmp__lh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__bstmps__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cac__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cmfrt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__cn__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__er__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ff__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ic__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ins__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__iprt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__itmp__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lg__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__lobfrt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__locc__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mobfrt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__mtmp__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pactr__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcc__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pcg__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pfrt__rh_sem,91 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ph__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pob__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__poctr__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__pop__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prcn__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__prctr__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptg__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ptmp__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rac__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__rmfrt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sfrt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sm__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__sprt__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__stmp__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dsk,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dsk__ttmp__rh_sem,92 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gcn__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gcpd__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gcpv__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gfio__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gfiob__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gfit__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gfm__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gfs__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gilsci__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gis__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__go__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gom__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gos__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gotlf__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gotml__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gotmp__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gpc__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gpia__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gpis__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gprcn__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gprct__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gps__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gr__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gs__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gsca__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gscma__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gscmp__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gsfm__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gsoi__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gspc__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gssc__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gstf__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gti__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gtm__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gtsgtt__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gtsl__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gtspp__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__gtspt__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__lfah__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__lfav__lh_beta,57 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__lfp__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__pocc__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__ptmp__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__sc__lh_beta,58 cases
mr_y_tfmri__mid__arvn__dst,VALUES differ between 6.1 and 7.0,mr_y_tfmri__mid__arvn__dst__scc__lh_beta,58 cases
